"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"ENSMUSG00000074519",15.3704850864278,-0.993105113339455,0.287020013224961,-3.46005528388391,0.000540064496706812,0.0367101438612243,0.993105113339455,-1.990464461637
"ENSMUSG00000025867",20.1949398205289,0.779144620118917,0.225436129243345,3.45616571192046,0.000547918362299841,0.0368215010816437,0.779144620118917,1.71611308060639
"ENSMUSG00000022438",195.47788760933,-0.969277248812375,0.281760362478784,-3.4400766675808,0.000581549423099398,0.0383907055520231,0.969277248812375,-1.95785951479421
"ENSMUSG00000024912",10.5710296052723,1.36405475751354,0.396676342517036,3.4387096262363,0.000584493811029924,0.0383907055520231,1.36405475751354,2.57407619185185
"ENSMUSG00000048895",9.86822758144886,1.07918321588056,0.313886040790096,3.4381370167469,0.00058573123935089,0.0383907055520231,1.07918321588056,2.11283955493243
"ENSMUSG00000104713",8.47375166903499,1.47175350652328,0.428424272375009,3.43527106520945,0.000591961391243782,0.0385610187253158,1.47175350652328,2.7735880129071
"ENSMUSG00000022390",65.7958373914062,0.595594603893071,0.173562386569595,3.4315880051249,0.000600058400686358,0.0388501225517546,0.595594603893071,1.51109525214278
"ENSMUSG00000106847",17.137603476879,-0.703920432471794,0.205432422185189,-3.42653036450711,0.000611345405414633,0.039104009124654,0.703920432471794,-1.6289252851629
"ENSMUSG00000020846",41.0827962487481,-0.871727710954806,0.254868560937531,-3.42030302893446,0.000625514155937494,0.0397707144176306,0.871727710954806,-1.829852943835
"ENSMUSG00000001029",48.9682115885097,-0.916160205725986,0.268745158198301,-3.40902962445177,0.000651943996040785,0.0405454742867786,0.916160205725986,-1.88708604379083
"ENSMUSG00000035929",131.634378291203,0.681315654031853,0.199817004574308,3.40969806590453,0.000650348353114763,0.0405454742867786,0.681315654031853,1.60360147992675
"ENSMUSG00000058427",419.439323194618,1.61446230744717,0.473643951326674,3.40859901815503,0.000652973827749024,0.0405454742867786,1.61446230744717,3.06197458333704
"ENSMUSG00000002227",35.4102227282931,0.642463439374418,0.18878490711249,3.40315043824768,0.000666135917555736,0.0408845732520625,0.642463439374418,1.56099232002678
"ENSMUSG00000051682",64.9437748282083,-1.02793695483861,0.301980506693128,-3.403984469379,0.000664105291845543,0.0408845732520625,1.02793695483861,-2.03910625597083
"ENSMUSG00000039911",17.2716879170979,1.19700924922921,0.352814810245889,3.39274093509558,0.000691970480611927,0.0420903306013672,1.19700924922921,2.29263906969559
"ENSMUSG00000041926",124.540616795033,-0.589600917510827,0.173818295830721,-3.3920532628224,0.000693709536187536,0.0420903306013672,0.589600917510827,-1.5048304192729
"ENSMUSG00000000791",17.3637607637771,0.832398930331898,0.246440479856126,3.37768750822859,0.000730980974471427,0.0436680809441752,0.832398930331898,1.78064377748521
"ENSMUSG00000046879",205.112825370629,0.7659837735837,0.22680458768733,3.37728518366514,0.000732051083825879,0.0436680809441752,0.7659837735837,1.70052919366783
"ENSMUSG00000025648",38.413193837972,-0.764085468454684,0.226392427820642,-3.37504869668179,0.000738026303205,0.0437785658515681,0.764085468454684,-1.69829310056429
"ENSMUSG00000038400",12.7064312045232,1.15979862977194,0.344663898789968,3.36501337634639,0.000765399483036599,0.0451500650604589,1.15979862977194,2.23426239780798
"ENSMUSG00000001700",54.8030255471543,0.902007747100764,0.269565338051779,3.34615627372501,0.000819402008526611,0.0452966985555249,0.902007747100764,1.86866472824674
"ENSMUSG00000004043",60.9715184156639,0.591691471326879,0.175979302838272,3.36227875542076,0.000773020444491139,0.0452966985555249,0.591691471326879,1.50701259174173
"ENSMUSG00000014846",21.3961624426715,-1.25809779540674,0.374967700884037,-3.35521644248454,0.000793029104590451,0.0452966985555249,1.25809779540674,-2.39180172018867
"ENSMUSG00000017309",6.12109414204992,-1.96085803467993,0.585334950800449,-3.34997599579257,0.000808185637897505,0.0452966985555249,1.96085803467993,-3.89293440190028
"ENSMUSG00000020614",18.2073173685574,-1.29918344122746,0.388225844130344,-3.3464630468838,0.000818495882523181,0.0452966985555249,1.29918344122746,-2.46089557683721
"ENSMUSG00000021360",42.0538854823889,-0.719690487605571,0.21476951717804,-3.3509899219495,0.000805232328372245,0.0452966985555249,0.719690487605571,-1.64682868988718
"ENSMUSG00000026893",9.70739150539278,-0.787222553394629,0.235468835685977,-3.34321334329131,0.000828142052311968,0.0452966985555249,0.787222553394629,-1.72574888647267
